energy,unc_en,intensity_%,unc_i,type,start level H-l [sec],start level energy  [keV],  end level energy  [keV],  end level H-l  [sec], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
562.98,0.03,0.22,0.03,,G,0.00000000143,684.76,121.78,E2,,,0.00941,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
586.36,0.13,0.0127,0.0022,,G,,930.63,344.29,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
594.7,0.4,0.00034,0.00011,,G,,1680.55,1086.1,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
597.5,0.14,0.00069,0.00013,,G,,1680.55,1082.88,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
615.44,0.2,,,,G,,615.37,0.0,E0,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
632.8,0.3,0.0011,0.0007,,G,,1756.04,1123.13,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
639.15,0.14,0.00051,0.00011,,G,,1680.55,1041.11,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
646.9,0.3,0.0007,0.0004,,G,,1756.04,1109.1,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
674.46,0.16,0.00036,0.00005,,G,,1041.11,366.45,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
684.85,0.2,,,,G,,684.76,0.0,E0,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
688.68,0.05,0.065,0.008,,G,0.00000000143,810.44,121.78,E0+M1+E2,,,0.0077,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
699.28,0.04,0.071,0.011,,G,,1314.62,615.37,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
700.28,0.14,0.0103,0.0014,,G,,1510.79,810.44,[E1],,,0.00208,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
703.55,0.06,0.064,0.01,,G,,1047.87,344.29,E2,,,0.00598,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
703.7,0.3,0.0007,0.0004,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
716.84,0.21,0.00119,0.00023,,G,,1680.55,963.40,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
764.9,,0.00037,0.00023,,G,,1109.1,344.29,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
778.9,,0.002,0.001,,G,,1123.13,344.29,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
796.1,0.3,0.0034,0.0015,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
810.49,0.07,0.024,0.003,,G,,810.44,0.0,(E2),,,0.00393,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
825.5,0.3,0.0007,0.0004,,G,,1756.04,930.63,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
826.01,0.06,0.029,0.004,,G,,1510.79,684.76,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
841.63,0.04,14.2,1.6,,G,0.00000000143,963.40,121.78,E1,,,1.44E-3,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
845.4,0.5,0.009,0.0019,,G,,1460.54,615.37,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
870.14,0.05,0.09,0.01,,G,,1680.55,810.44,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
915.7,0.4,0.0099,0.0018,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
919.27,0.24,0.00064,0.00012,,G,0.00000000143,1041.11,121.78,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
926.3,,,,,G,,1292.66,366.45,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
961.14,0.14,0.128,0.016,,G,0.00000000143,1082.88,121.78,[E2],,,0.00270,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
963.38,0.04,11.6,1.3,,G,,963.40,0.0,[E1],,,1.11E-3,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
964.1,,,,,G,0.00000000143,1086.1,121.78,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
970.333,0.009,0.56,0.09,,G,,1314.62,344.29,E1+M2,-0.021,12,1.21E-3,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
995.84,0.05,0.065,0.008,,G,,1680.55,684.76,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1039.2,0.5,0.0081,0.0019,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1048.1,0.3,,,,G,,1047.87,0.0,E0,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1082.8,0.5,,,,G,,1082.88,0.0,E0,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1085.9,,,,,G,,1086.1,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1109.2,,0.00034,0.00019,,G,,1109.1,0.0,(E2),,,0.00222,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1116,1,0.001,0.0006,,G,,1460.54,344.29,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1137.5,0.3,0.013,0.009,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1207.3,0.6,0.0028,0.001,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1292.8,,,,,G,,1292.66,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1314.61,0.06,0.93,0.14,,G,,1314.62,0.0,E1,,,7.73E-4,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1389.03,0.04,0.82,0.09,,G,0.00000000143,1510.79,121.78,E1+M2,-0.025,12,7.03E-4,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1406.5,0.5,0.0007,0.0004,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1411.76,0.05,0.045,0.007,,G,,1756.04,344.29,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1420,1,0.0006,0.0004,,G,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1460.65,0.13,0.0016,0.0005,,G,,1460.54,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
1510.77,0.05,0.0065,0.0008,,G,,1510.79,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1558.74,0.06,0.0081,0.001,,G,0.00000000143,1680.55,121.78,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1680.62,0.1,0.0055,0.0007,,G,,1680.55,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
1755.98,0.07,0.0029,0.0005,,G,,1756.04,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
12.598,0.015,0.28577,0.03491024205014912,0.000000384,G,0.000000038,89.849,77.23,[E1],,,14.70,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
18.21,0.04,1.2546,0.20929359760871807,0.00000002,G,0.000000384,108.06,89.849,M1+E2,0.042,9,51,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
39.75,0.1,0.0134,0.0003,5760,G,0.00000002,147.81,108.06,E3,,,7.49E3,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
77.23,0.04,0.68306,0.049035437185774126,0.000000038,G,,77.23,0.0,M1+E2,0.10,3,3.91,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
89.849,0.006,69.7,0.5,0.000000384,G,,89.849,0.0,E1,,,0.379,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
511,,0.0512,,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
511,,0.0142,,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
6.354,,14,0.5,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
6.858,,0.17268725562792,0.0063408309034774565,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
39.522,,20.87,0.2,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
40.117,,37.8,0.3,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
42.308,,0.24439917023423138,0.004265637315553873,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
42.996,,0.439645925947529,0.007414287895584972,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
45.523,,11.81,0.16,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
45.998,,14.85,0.2,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
46.575,,3.05,0.07,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
48.802,,0.13897543284262845,0.002780065345932064,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
49.326,,0.1755259716802397,0.003441777069373174,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
49.957,,0.03655053883761128,0.0010086848387654516,,X,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
6.354,,4.7,0.5,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
6.858,,0.0156066482176,0.0020012292851046237,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
39.522,,7.3,0.9,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
40.117,,13.2,1.6,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
42.308,,0.021788393503838373,0.00331124732781035,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
42.996,,0.0391948075262428,0.005953943489189885,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
45.523,,4.1,0.5,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
45.998,,5.2,0.6,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
46.575,,1.07,0.13,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2024-04-17
48.802,,0.012389777818146343,0.0018868018030934206,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
49.326,,0.01564828938431883,0.0023822253344565527,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
49.957,,0.003258511566172488,0.0005000807539416434,,X,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2024-04-17
6.603,,25.7519354347248,1.8941899880255089,,X,,,,,,,,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
40.901,,6.440053902952678,0.11829670020216035,,X,,,,,,,,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
41.541,,11.620450925573218,0.2069181981639073,,X,,,,,,,,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
47.146,,3.6609131409174114,0.07628740594185497,,X,,,,,,,,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
47.645,,4.605428731274103,0.0942077421592004,,X,,,,,,,,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
48.248,,0.9445155903566922,0.026878321806058154,,X,,,,,,,,,63,89,Eu,,147.86,0.1,8-,96,,1,m,5760,60,IT,100,,,,63,89,Eu,31-Aug-2013,M. J. MARTIN,2024-04-17
